id;categoria;descripcion;precio
0;bebidas alholicas;cerveza pilsen callao six pack lata 355 ml;23.9
1;bebidas alholicas;cerveza corona sixpack lata 355 ml;25.9
2;bebidas alholicas;cerveza pilsen callao six pack lata 473 ml;31.9
3;bebidas alholicas;cerveza pilsen callao six pack botella 305 ml;24.9
4;bebidas alholicas;cerveza stella artois six pack botella 330 ml;29.9
5;bebidas alholicas;cerveza budweiser six pack botella 343 ml;24.9
6;bebidas alholicas;cerveza tres cruces six pack lata 473 ml;24.9
7;bebidas alholicas;pack 02 cerveza coronita six pack botella 210 ml;41.8
8;bebidas alholicas;cerveza cristal six pack lata 355 ml;22.9
10;bebidas alholicas;cerveza cusque„±a doble malta six pack botella 310 ml;23.9
11;bebidas alholicas;cerveza cusque„±a dorada six pack botella 310 ml;23.9
12;bebidas alholicas;cerveza cusque„±a negra six pack botella 310 ml;23.9
13;bebidas alholicas;cerveza cusque„±a trigo six pack botella 310 ml;23.9
14;bebidas alholicas;bebida de ma„≠z golden sixpack lata 355 ml;16.9
15;bebidas alholicas;cerveza coronita six pack botella 210 ml;16.9
16;bebidas alholicas;cerveza cusque„±a dorada six pack lata 355 ml;26.9
17;bebidas alholicas;cerveza cusque„±a negra six pack lata 355 ml;26.9
18;bebidas alholicas;cerveza cusque„±a trigo six pack lata 355 ml;26.9
19;bebidas alholicas;cerveza heineken six pack botella 330 ml;25.9
24;bebidas alholicas;pack 02 cerveza cusque„±a dorada six pack lata 355 ml;55.8
25;bebidas alholicas;pack 02 cerveza cusque„±a negra six pack botella 310 ml;41.9
26;bebidas alholicas;pack 02 cerveza cusque„±a negra six pack lata 355 ml;55.8
27;bebidas alholicas;pack 02 cerveza cusque„±a trigo six pack lata 355 ml;55.8
28;bebidas alholicas;pack 02 cerveza cusque„±a trigo sixpack botella 310 ml;41.9
29;bebidas alholicas;pack 02 cerveza heineken six pack botella 330 ml;70
30;bebidas alholicas;pack 02 cerveza pilsen callao six pack lata 355 ml;53
31;bebidas alholicas;pack 02 cerveza pilsen callao sixpack botella 305 ml;47.8
35;bebidas alholicas;bebida de maiz golden sixpack lata 473 ml;18.9
36;bebidas alholicas;cerveza artesanal barbarian magic quinua lata 269 ml;6.9
37;bebidas alholicas;cerveza barbarian american 174 ipa 269 ml;8.4
38;bebidas alholicas;cerveza barbarian la nena wheat ale lata 269 ml;6.9
39;bebidas alholicas;cerveza corona six pack botella 330 ml;27.9
40;bebidas alholicas;cerveza heineken fourpack lata 473 ml;20.9
41;bebidas alholicas;cerveza heineken sixpack lata 310 ml;21.9
42;bebidas alholicas;pack 02 cerveza corona six pack botella 330 ml;71.8
43;bebidas alholicas;pack 02 cerveza cusque„±a doble malta six pack botella 310 ml;41.9
48;bebidas alholicas;pack 02 cerveza tres cruces light six pack lata 310 ml;36.9
49;bebidas alholicas;pack 02 cerveza tres cruces pum pum six pack lata 310 ml;36.9
50;bebidas alholicas;pack 02 cerveza tres cruces six pack lata 310 ml (lager/light);36.9
51;bebidas alholicas;pack 03 cerveza tres cruces lager six pack lata 355 ml;66
52;bebidas alholicas;pack cerveza coronita six pack botella 210 ml + cheetos flamin hot 120g;26.8
53;bebidas alholicas;pack cerveza heineken fourpack lata 500 ml + cheetos flamin hot 120g;30.9
54;bebidas alholicas;pack ron bacardi carta oro garrafa 1.75 l + gaseosa coca cola sin az„∫car 1.5 l + hielo iglu bolsa;87.8
55;bebidas alholicas;pack vino altos del sur carmenere 750 ml + pizza familiar americana;43.8
56;bebidas alholicas;pack ron cartavio selecto 5 a„±os 750 ml + coca cola sin az„∫car 1.5 l + hielo 1.5kg;29.9
57;bebidas alholicas;pack ron abuelo a„±ejo 750 ml + coca cola sin az„∫car 1.5 l + hielo 1.5 kg;63.8
58;bebidas alholicas;pack ron bacardi a„±ejo 750 ml + coca cola sin az„∫car 1.5 l + hielo;50.9
59;bebidas alholicas;pack ron bacardi carta oro 750 ml + coca cola sin az„∫car 1.5 l + hielo 1.5 kg;40.9
60;bebidas alholicas;pack ron bacardi garrafa 1.75 l + gaseosa coca cola 3 l + hielo 1.5 kg;92.4
61;bebidas alholicas;pack ron barcelo a„±ejo garrafa 1.75 lt + coca cola sin azucar 1.5 l + hielo iglu bolsa 1.5;105.8
62;bebidas alholicas;pack ron cartavio black 1 l + coca cola 1 l + hielo 1.5 k;43.3
63;bebidas alholicas;pack ron cartavio black 750 ml + coca cola 1 l + hielo 1.5 kg;45.5
64;bebidas alholicas;pack ron cartavio black 750 ml + coca cola sin az„∫car 1 l + hielo 1.5 kg;45.5
65;bebidas alholicas;pack ron cartavio black 750 ml + coca cola sin az„∫car 1.5 l + hielo 1.5 kg;25.9
66;bebidas alholicas;pack ron cartavio reserva 8 a„±os 750 ml + coca cola sin az„∫car 1 l + hielo 1.5 kg;56.3
67;bebidas alholicas;pack ron cartavio reserva 8 a„±os 750 ml + coca cola sin az„∫car 1.5 l + hielo 1.5 kg;46.9
68;bebidas alholicas;pack ron cartavio reserva 8 a„±os 750 ml + gaseosa coca cola 1 l + hielo 1.5 kg;56.3
69;bebidas alholicas;pack ron cartavio reserva 8 a„±os 750 ml + bebida cabornatada schweppes ginger ale 1.5 l + hielo igl„∫ 1.5 kg;47.9
70;bebidas alholicas;pack ron cartavio selecto 5 a„±os 750 ml + coca cola 1 l + hielo 1.5;42.3
71;bebidas alholicas;pack ron cartavio selecto 5 a„±os 750 ml + coca cola zero 1 l + hielo 1.5;42.3
72;bebidas alholicas;pack ron flor de ca„±a oro 5 a„±os 750 ml + coca cola sin az„∫car 1.5 l + hielo 1.5 kg;59.9
73;bebidas alholicas;pack ron flor de ca„±a oro 4 a„±os 750 ml + coca cola 1l + hielo 1.5 kg;57.3
74;bebidas alholicas;pack ron flor de ca„±a oro 4 a„±os 750 ml + coca cola sin azucar 1.5 l + hielo 1.5 kg;49.9
75;bebidas alholicas;pack ron havana club a„±ejo especial 700 ml + coca cola sin az„∫car 1.5 l + hielo iglu 1.5 kg;36.9
76;bebidas alholicas;ron bacardi carta oro 750 ml;45.9
77;bebidas alholicas;ron bacardi carta oro garrafa 1.75 l;75.9
78;bebidas alholicas;ron barcelo a„±ejo garrafa 1.75 l;93.9
79;bebidas alholicas;ron cartavio selecto 5 a„±os 750 ml;36.9
80;bebidas alholicas;ron havana club a„±ejo especial 700 ml;59.9
81;bebidas alholicas;pack 02 ron havana club a„±ejo especial 700 ml;119.8
82;bebidas alholicas;pack flor de ca„±a oro 7 a„±os 750 ml + coca cola zero 1.5 l + hielo 1.5 kl;94.8
83;bebidas alholicas;pack ron bacardi carta blanca edici„≥n halloween 750 ml + gaseosa coca cola sin az„∫car 1.5 l + hielo 1.5 kg;40.9
84;bebidas alholicas;pack ron bacardi carta oro garrafa 1.75 l + gaseosa coca cola sin az„∫car 1.5 l + hielo iglu bolsa;87.8
85;bebidas alholicas;pack ron barcelo garrafa 1.75 l + 02 gaseosas coca cola 1l + hielo 1.5 kg;91.9
104;bebidas alholicas;ron bacard„≠ a„±ejo 750 ml;54.9
105;bebidas alholicas;ron cabo blanco black 1 l;19.9
106;bebidas alholicas;ron captain morgan 700 ml;45.9
107;bebidas alholicas;ron cartavio black 1 l;33.9
108;bebidas alholicas;ron cartavio black 250 ml;11.9
109;bebidas alholicas;ron cartavio black 750 ml;28.9
191;bebidas alholicas;pack vodka smirnoff red 700 ml + evervess 1.5 l + hielo 1.5 kg;36.9
192;bebidas alholicas;pack vodka smirnoff raspberry 700 ml + bebida carbonatada schweppes ginger ale 1.5 l  + hielo 1.5 kg;40.9
193;bebidas alholicas;pack vodka smirnoff raspberry 700 ml + evervess 1.5 l + hielo bolsa 1.5 kg;40.9
194;bebidas alholicas;pack vodka smirnoff red 700 ml + bebida carbonatada schweppes ginger ale 1.5 l  + hielo 1.5 kg;36.9
195;bebidas alholicas;pack vodka smirnoff watermelon 700 ml + bebida carbonatada schweppes ginger ale 1.5 l  + hielo 1.5 kg;40.9
196;bebidas alholicas;pack vodka smirnoff watermelon 700 ml + evervess  1.5 l + hielo bolsa 1.5 kg;40.9
197;bebidas alholicas;pack vodka smirnoff green apple 700 ml + bebida carbonatada schweppes ginger ale 1.5 l  + hielo 1.5 kg;40.9
198;bebidas alholicas;pack vodka smirnoff green apple 700 ml + evervess  1.5 l + hielo bolsa 1.5 kg;40.9
199;bebidas alholicas;vodka absolut 700 ml;64.9
200;bebidas alholicas;pack vodka russkaya 1 l + schweppes ginger ale 1.5 l + hielo 1.5 kg;36.2
201;bebidas alholicas;pack vodka russkaya 750 ml + cifrut punch citrus 1.5 l + hielo 1.5 kg;25.9
202;bebidas alholicas;pack vodka russkaya 750 ml + evervess 1.5 l + hielo igl„∫ 1.5 kg;25.9
203;bebidas alholicas;pack vodka russkaya 750 ml + frutaris frutas citricas 3 l + hielo 1.5 kg;25.9
204;bebidas alholicas;pack vodka russkaya 750 ml + schweppes ginger ale 1.5 l + hielo igl„∫ 1.5 kg;25.9
205;bebidas alholicas;pack vodka russkaya pink 750 ml + schweppes ginger ale 1.5 l + hielo igl„∫ 1.5 kg;27.9
206;bebidas alholicas;pack vodka russkaya yellow 750 ml + schweppes ginger ale 1.5 l + hielo igl„∫ 1.5 kg;27.9
207;bebidas alholicas;pack vodka skyy 750 ml + evervess 1.5 l + hielo 1.5 k;55.9
208;bebidas alholicas;pack vodka skyy 750 ml + schweppes ginger ale 1.5 l + hielo 1.5 kg;54.9
209;bebidas alholicas;pack vodka skyy infusions raspberry 750 ml + schweppes ginger ale 1.5 l + hielo 1.5 kg;59.9
210;bebidas alholicas;vodka russkaya 1 l;26.9
215;bebidas alholicas;vodka smirnoff raspberry 700 ml;38.9
216;bebidas alholicas;vodka smirnoff red 700ml;34.9
217;bebidas alholicas;vodka smirnoff watermelon 700 ml;38.9
218;bebidas alholicas;vodka smirnoff green apple 700 ml;38.9
219;bebidas alholicas;pack 02 smirnoff ice guaran„° lata 350 ml;13.9
220;bebidas alholicas;pack 02 smirnoff ice lata 350 ml (1 red/1 green apple);13.9
221;bebidas alholicas;pack 02 smirnoff ice red lata 350 ml;13.9
222;bebidas alholicas;pack 02 smirnoff ice green apple lata 350 ml;13.9
223;bebidas alholicas;rtd chilcano santiago queirolo lim„≥n 275 ml;6.5
224;bebidas alholicas;rtd chilcano santiago queirolo masco 275 ml;6.5
225;bebidas alholicas;pack 02 rtd chilcano santiago queirolo lim„≥n 275 ml;13
226;bebidas alholicas;pack 02 rtd chilcano santiago queirolo masco 275 ml;13
227;bebidas alholicas;pack 02 rtd chilcano santiago queirolo 275 ml (lim„≥n/masco);13
228;bebidas alholicas;rtd corona tropical frutos rojos lata 355 ml;6.9
229;bebidas alholicas;rtd corona tropical limon toronja lata 355 ml;6.9
230;bebidas alholicas;smirnoff ice green apple lata 350 ml;8.5
231;bebidas alholicas;smirnoff ice guaran„° lata 350 ml;8.5
232;bebidas alholicas;smirnoff ice red bot 355 ml;9
233;bebidas alholicas;smirnoff ice green apple 355 ml;9
234;bebidas alholicas;pack 02 smirnoff ice red botella 355 ml;14.9
235;bebidas alholicas;pack 03 smirnoff ice green apple lata 350 ml;19.9
236;bebidas alholicas;pack 03 smirnoff ice red lata 350 ml;19.9
237;bebidas alholicas;pack 03 smirnoff ice guaran„° lata 350 ml;19.9
238;bebidas alholicas;pack 03 smirnoff ice lata 350 ml (2 guaran„°/1 red);19.9
239;bebidas alholicas;pack 03 smirnoff ice lata 350 ml (2 guaran„°/1 green apple);19.9
240;bebidas alholicas;pack 03 smirnoff ice lata 350 ml (2 red/1 guaran„°);19.9
241;bebidas alholicas;pack 03 smirnoff ice lata 350 ml (2 red/1 green apple);19.9
242;bebidas alholicas;pack 03 smirnoff ice lata 350 ml (2 green apple/1 guaran„°);19.9
243;bebidas alholicas;pack 03 smirnoff ice lata 350 ml (2 green apple/1 red);19.9
244;bebidas alholicas;rtd four loko blue 473 ml;11
245;bebidas alholicas;rtd four loko gold 473 ml;11
246;bebidas alholicas;rtd four loko ponche de frutas 473 ml;11
247;bebidas alholicas;rtd four loko purple 473 ml;11
248;bebidas alholicas;rtd four loko sand„≠a 473 ml;11
249;bebidas alholicas;rtd four loko green 473 ml;11
250;bebidas alholicas;pack 02 rtd four loko blue 473 ml;14.9
255;bebidas alholicas;pack 02 rtd four loko green  473 ml;14.9
256;bebidas alholicas;pack 02 rtd four loko 473 ml (gold/blue);14.9
257;bebidas alholicas;mikes hard lemonade 355 ml;6.9
258;bebidas alholicas;mikes hard strawberry lemonade 355ml;6.9
259;bebidas alholicas;mikes passion fruit lemonade 355 ml;6.9
260;bebidas alholicas;pack 03 mikes 355 ml (01 hard lemonade/02 hard strawberry lemonade);15.9
261;bebidas alholicas;pack 03 mikes 355 ml (01 hard strawberry lemonade/02 passion fruit lemonade);15.9
262;bebidas alholicas;pack 03 mikes 355 ml (01 passion fruit lemonade/01 hard lemonade/01 hard strawberry lemonade);15.9
267;bebidas alholicas;pack 03 mikes passion fruit lemonade 355 ml;15.9
268;bebidas alholicas;psyco berry crush 473 ml;9.9
269;bebidas alholicas;psyco black mood 473 ml;9.9
270;bebidas alholicas;psyco funky green apple 473 ml;9.9
271;bebidas alholicas;psyco golden squad 473 ml;9.9
272;bebidas alholicas;rtd wild sex on the beach 355 ml;5.9
273;bebidas alholicas;rtd wild tropical orange 355 ml;5.9
274;bebidas alholicas;hit mojito botella 355 ml;5.9
279;bebidas alholicas;pack 02 rtd corona tropical frutos rojos lata 355 ml + 02 rtd corona tropical lim„≥n toronja lata 355 ml;18.9
280;bebidas alholicas;pack 02 smirnoff ice green apple botella 355 ml;14.9
281;bebidas alholicas;pack 04 rtd corona tropical limon toronja lata 355 ml;18.9
282;bebidas alholicas;piscano limon 275 ml;7.9
283;bebidas alholicas;piscano manzana 275 ml;7.9
284;bebidas alholicas;piscano maracuy„° 275 ml;7.9
285;bebidas alholicas;piscano naranja 275 ml;7.9
286;bebidas alholicas;psyco crazy grape 473 ml;9.9
291;bebidas alholicas;pack 02 psyco (1 berry crush/1 crazy grape) 473 ml;13.9
292;bebidas alholicas;pack 02 psyco (1 berry crush/1 funky green apple) 473 ml;13.9
293;bebidas alholicas;pack 02 psyco (1 berry crush/1 golden squad) 473 ml;13.9
294;bebidas alholicas;pack 02 psyco (1 berry crush/1 tropical hit) 473 ml;13.9
295;bebidas alholicas;pack 02 psyco (1 crazy grape/1 funky green apple) 473 ml;13.9
296;bebidas alholicas;pack 02 psyco (1 crazy grape/1 tropical hit) 473 ml;13.9
297;bebidas alholicas;pack 02 psyco (1 tropical hit/1 funky green apple) 473 ml;13.9
298;bebidas alholicas;pack 02 psyco berry crush 473 ml;13.9
303;bebidas alholicas;pack 02 psyco tropical hit 473 ml;13.9
304;bebidas alholicas;pack 02 rtd chilcano port„≥n (frutos rojos/limon) 355 ml;14.9
305;bebidas alholicas;pack 02 rtd chilcano port„≥n (frutos rojos/mango) 355 ml;14.9
306;bebidas alholicas;pack 02 rtd chilcano port„≥n (frutos rojos/maracuya) 355 ml;14.9
307;bebidas alholicas;pack 02 rtd chilcano port„≥n (limon/mango) 355 ml;14.9
308;bebidas alholicas;pack 02 rtd chilcano port„≥n (limon/maracuya) 355 ml;14.9
309;bebidas alholicas;pack 02 rtd chilcano port„≥n (mango/maracuya) 355 ml;14.9
310;bebidas alholicas;pack 02 rtd chilcano port„≥n frutos rojos 355 ml;14.9
315;bebidas alholicas;pack 02 rtd chilcano tabernero limon 275 ml;10.9
316;bebidas alholicas;pack 02 rtd chilcano tabernero maracuya 275 ml;10.9
317;bebidas alholicas;pack 02 rtd cubata (guarana/berries) 350 ml;9.9
318;bebidas alholicas;pack 02 rtd cubata (guarana/lima limon) 350 ml;9.9
319;bebidas alholicas;pack 02 rtd cubata (lima limon/berries) 350 ml;9.9
320;bebidas alholicas;pack 02 rtd cubata berries 350 ml;9.9
321;bebidas alholicas;pack 02 rtd cubata guarana 350 ml;9.9
322;bebidas alholicas;pack 02 rtd cubata lima limon 350 ml;9.9
327;bebidas alholicas;pack 02 rtd piscano sour lim„≥n lata 473 ml;13.9
328;bebidas alholicas;pack 02 rtd piscano sour maracuy„° lata 473 ml;13.9
329;bebidas alholicas;pack 03 rtd chilcano tabernero (02 limon/01 maracuya) 275 ml;13.9
330;bebidas alholicas;pack 03 rtd chilcano tabernero (02 maracuya/01 limon) 275 ml;13.9
331;bebidas alholicas;pack 03 rtd chilcano tabernero limon 275 ml;13.9
332;bebidas alholicas;pack 03 rtd chilcano tabernero maracuya 275 ml;13.9
333;bebidas alholicas;pack 03 rtd shelby lata 330 ml (01 lim„≥n + 02 manzana);23.7
334;bebidas alholicas;pack 03 rtd shelby lata 330 ml (02 lim„≥n + 01 manzana);23.7
339;bebidas alholicas;pack vino tabernero semi seco borgo„±a 750 ml + 02 four loko sand„≠a 473 ml;41.9
340;bebidas alholicas;piscano sour maracuy„° 700 ml;16.9
341;bebidas alholicas;rtd chilcano port„≥n frutos rojos 355 ml;11.9
342;bebidas alholicas;rtd chilcano port„≥n lim„≥n 355 ml;11.9
343;bebidas alholicas;rtd chilcano port„≥n mango 355 ml;11.9
344;bebidas alholicas;rtd chilcano port„≥n maracuya 355 ml;11.9
345;bebidas alholicas;rtd chilcano tabernero limon 275 ml;7.4
346;bebidas alholicas;rtd chilcano tabernero maracuy„° 275 ml;7.4
351;bebidas alholicas;rtd piscano sour lim„≥n lata 473 ml;7.9
352;bebidas alholicas;rtd piscano sour maracuy„° lata 473 ml;7.9
353;bebidas alholicas;rtd shelby lim„≥n lata 330 ml;6.9
354;bebidas alholicas;rtd shelby manzana lata 330 ml;6.9
355;bebidas alholicas;rtd wild passion fruit lata 355 ml;5.5
356;bebidas alholicas;rtd wild xtreme watermelon 355 ml;7.5
357;bebidas alholicas;rtd hit cuba libre lata 355 ml;5.5
358;bebidas alholicas;sour tabernero maracuya 700 ml;17.9
362;bebidas alholicas;pack 02 vino altos del sur carmenere 750 ml;37.9
363;bebidas alholicas;pack 02 vino tabernero semi seco borgo„±a 750 ml;39.8
364;bebidas alholicas;pack 02 vino tabernero semi seco rose 750 ml;39.8
365;bebidas alholicas;pack 02 vino tinto tempranillo caballero de castilla 750 ml;40.9
366;bebidas alholicas;pack 02 vino gran tinto tabernero semi seco malbec 750 ml;39.8
367;bebidas alholicas;pack vino tabernero semi seco borgo„±a 750 ml + vino tabernero semi seco rose 750 ml;39.8
368;bebidas alholicas;pack vino tabernero semi seco borgo„±a 750 ml + vino gran tinto tabernero semi seco malbec 750 ml;39.8
369;bebidas alholicas;pack vino tabernero semi seco rose 750 ml + vino gran tinto tabernero semi seco malbec 750 ml;39.8
370;bebidas alholicas;pack vino gran tinto tabernero semi seco malbec 750 ml + chocolate kisses cookies n' cream estuche lazo 102 gr;35.8
371;bebidas alholicas;vino tabernero semi seco borgo„±a 750 ml;16.9
372;bebidas alholicas;vino tabernero semi seco rose 750 ml;16.9
373;bebidas alholicas;vino tinto tempranillo caballero de castilla 750 ml;22.9
374;bebidas alholicas;pack 01 vino tabernero semi seco borgo„±a 750 ml + 01 four loko ponche de frutas 473 ml;30.9
375;bebidas alholicas;pack 01 vino tabernero semi seco borgo„±a 750 ml + 01 four loko purple 473 ml;30.9
376;bebidas alholicas;pack 01 vino tabernero semi seco borgo„±a 750 ml + 01 four loko sand„≠a 473 ml;30.9
377;bebidas alholicas;pack 02 vino altos del sur 750 ml (cabernet sauvignon y carmenere);34.9
378;bebidas alholicas;pack 02 vino altos del sur cabernet sauvignon 750 ml;34.9
379;bebidas alholicas;pack 02 vino santiago queirolo semi seco borgo„±a 750 ml;39.8
380;bebidas alholicas;pack 02 vino santiago queirolo semi seco rose 750 ml;39.8
381;bebidas alholicas;pack vino altos del sur cabernet sauvignon 750 ml + pizza familiar americana;43.8
386;bebidas alholicas;pack vino tabernero semi seco borgo„±a 750 ml + 02 four loko sand„≠a 473 ml;41.9
387;bebidas alholicas;passaporte rosso pack 2 vasos + 2 tabernero vino rose 750 ml;34.9
388;bebidas alholicas;vino altos del sur cabernet sauvignon 750 ml;20.9
389;bebidas alholicas;vino altos del sur carmenere 750 ml;20.9
390;bebidas alholicas;vino estancia mendoza cabernet malbec 750 ml;31.9
391;bebidas alholicas;vino frontera sauvignon blanco 750 ml;35.9
392;bebidas alholicas;vino intipalka malbec 750 ml;36.9
393;bebidas alholicas;vino intipalka sauvignon blanc 750 ml;36.9
394;bebidas alholicas;vino las moras malbec 750 ml;39.9
395;bebidas alholicas;vino marqu„©s del sur malbec 750 ml;21.9
396;bebidas alholicas;vino ocucaje borgo„±a 750 ml;18.9
397;bebidas alholicas;vino santiago queirolo semiseco borgo„±a 750 ml;17.5
398;bebidas alholicas;vino santiago queirolo semiseco rose 750 ml;17.5
399;bebidas alholicas;vino tabernero borgo„±a semiseco gran selecci„≥n 750 ml;23.9
400;bebidas alholicas;vino tabernero rose semiseco gran selecci„≥n 750 ml;23.9
401;bebidas alholicas;vino tinto tabernero gran tinto fina reserva 750 ml;23.9
402;bebidas alholicas;vino gran tinto tabernero semi seco malbec 750 ml;16.9
403;bebidas alholicas;espumante opera prima blue 750 ml;24.9
404;bebidas alholicas;espumante riccadonna asti 750 ml;67.9
405;bebidas alholicas;espumante riccadonna moscato rose 750 ml;67.9
406;bebidas alholicas;espumante riccadonna ruby 750 ml;67.9
407;bebidas alholicas;pack 02 espumante opera prima blue 750 ml;42.9
408;bebidas alholicas;pack 02 espumante opera prima love 750 ml;42.9
409;bebidas alholicas;pack espumante riccadonna asti 750 ml + chocolate ferrero rocher 8 und 100 gr;113.8
410;bebidas alholicas;pack espumante riccadonna ruby 750 ml + chocolate ferrero rocher 8 und 100 gr;113.8
411;bebidas alholicas;espumante opera love 750 ml;24.9
412;bebidas alholicas;espumante opera pink 750 ml;24.9
413;bebidas alholicas;pack 02 espumante opera pink 750 ml;42.9
414;bebidas alholicas;gin gordons 750 ml;50.9
415;bebidas alholicas;j„§germeister 700 ml;74.9
416;bebidas alholicas;pack 01 j„§germeister 700 ml + 02 bebida energizante red bull 250 ml;86.8
417;bebidas alholicas;pack 01 j„§germeister 700 ml + 02 bebida energizante red bull sugar free 250 ml;91.8
418;bebidas alholicas;pack 01 j„§germeister 700 ml + 02 energizante red bull tropical edition 250 ml;91.8
419;bebidas alholicas;pack gin beefeater 700 ml + agua tonica britvic fourpack + hielo;111.3
420;bebidas alholicas;pack gin tanqueray london 700 ml + agua tonica britvic four pack 150 ml + hielo iglu bolsa 1.5 kg;126.3
421;bebidas alholicas;pack licor de crema baileys 750 ml + chocolate ferrero rocher 100 gr;115.8
422;bebidas alholicas;tequila jose cuervo especial 750 ml;69.9
423;bebidas alholicas;gin beefeater 700 ml;89.9
424;bebidas alholicas;gin beefeater pink 700 ml;114.9
425;bebidas alholicas;gin bombay sapphire 750 ml;99.9
426;bebidas alholicas;gin tanqueray london 700 ml;100.9
427;bebidas alholicas;jarabe de goma artisan botella 360 ml;6.9
428;bebidas alholicas;licor de crema baileys 750 ml;84.9
429;bebidas alholicas;pack gin beefeater 700 ml + agua t„≥nica evervess 1.5 l + hielo igl„∫ 1.5 kg;77.9
430;bebidas alholicas;pack gin bombay sapphire 750 ml + agua t„≥nica evervess 1.5 l + hielo igl„∫ 1.5 kg;87.9
431;bebidas alholicas;pack gin gordons 750 ml + evervess 1.5 l + hielo 1.5 kg;47.9
432;bebidas alholicas;pack gin tanqueray 10 750 ml + agua t„≥nica britvic four pack 150 ml;190.9
433;bebidas alholicas;pack gin tanqueray flor de sevilla 750 ml + agua t„≥nica britvic four pack 150 ml;132.8
437;comidas;enrollado de jam„≥n y queso el cedro 1 und;8.9
438;comidas;enrollado de pollo el cedro;8.9
439;comidas;combo 02 pizzas familiar americana tambo;25.8
440;comidas;combo 02 pizzas familiar carnivora tambo;31.8
441;comidas;combo 02 pizzas familiar hawaiana tambo;27.8
442;comidas;combo 02 pizzas familiar pepperoni tambo;29.8
443;comidas;combo 02 pizzas familiar (americana/hawaiana);24.8
444;comidas;combo 06 empanadas de pollo tambo + 01 coca cola 1 l;13.9
445;comidas;combo 01 pizza familiar americana + 01 coca cola 1 l;16.8
446;comidas;combo 02 hamburguesa parrillera tambo + 01 coca cola 1 l;12.9
447;comidas;combo 02 pan pollo mega crocante tambo + 01 coca cola 1 l;12.9
448;comidas;combo 02 pizzas familiar (americana/carn„≠vora) + 01 coca cola 1 l;31.4
449;comidas;combo 02 pizzas familiar (pepperoni/carnivora);28.8
450;comidas;combo 02 torta de chocolate tambo;9.8
451;comidas;combo 06 empanadas (02 carne/02 pollo/02 mixtas) + 01 coca cola 1 l;16.9
452;comidas;combo 06 empanadas (02 carne/02 pollo/02 mixtas) + 01 inca kola 1 l;13.9
453;comidas;combo 06 empanadas (03 carne/03 pollo) + 01 coca cola 1 l;13.9
454;comidas;combo 06 empanadas (03 carne/03 pollo) + 01 inca kola 1 l;13.9
455;comidas;combo 06 empanadas (03 mixtas/03 pollo) + 01 coca cola 1 l;13.9
456;comidas;combo 06 empanadas (03 mixtas/03 pollo) + 01 inca kola 1 l;13.9
457;comidas;combo 06 empanadas de carne tambo + 01 coca cola 1 l;13.9
458;comidas;combo 06 empanadas de carne tambo + 01 inca kola 1 l;13.9
459;comidas;combo 06 empanadas de pollo tambo + 01 inca kola 1 l;13.9
460;comidas;combo 05 empanadas de carne;12.5
461;comidas;combo 05 empanadas de pollo;12.5
462;comidas;combo 05 empanadas mixtas;12.5
463;comidas;combo 02 hamburguesa doble con queso tambo;13.8
464;comidas;combo 02 hamburguesa parrillera tambo;13.8
465;comidas;combo 02 pan pollo mega crocante tambo;13.8
466;comidas;combo 02 torta helada tambo;9.8
467;comidas;combo 02 torta selva negra tambo;9.8
468;comidas;combo 02 tres leches tambo;9.8
469;comidas;empanada aj„≠ de gallina tambo;4.2
470;comidas;empanada mixta tambo;3.2
471;comidas;empanada de carne tambo;3.2
472;comidas;empanada de pollo tambo;3.2
473;comidas;cheesecake de maracuya tambo;4.9
474;comidas;combo 02 hamburguesa de res + gaseosa coca cola 1 l;14.7
475;comidas;combo 02 hamburguesa de res + gaseosa inca kola 1 l;14.7
476;comidas;combo 02 pizza familiar carn„≠vora tambo + gaseosa coca cola 1 l;36.7
477;comidas;combo 02 pizza familiar hawaiana tambo + gaseosa coca cola 1 l;32.7
478;comidas;combo 02 pizza familiar hawaiana tambo + gaseosa inca kola 1 l;32.7
479;comidas;combo 02 pizza familiar pepperoni tambo + gaseosa coca cola 1 l;34.7
480;comidas;combo 02 pizzas familiar americana tambo + gaseosa coca cola 1 l;30.7
485;comidas;combo 04 empanadas de carne tambo + jugo arandano pi„±a‚†epic‚† 380 ml;17.2
486;comidas;combo 04 empanadas de carne tambo + jugo naranja‚†epic‚† 380 ml;17.2
487;comidas;combo 04 empanadas de pollo tambo + jugo arandano pi„±a‚†epic‚† 380 ml;17.2
488;comidas;combo 04 empanadas de pollo tambo + jugo naranja‚†epic‚† 380 ml;17.2
489;comidas;combo 04 empanadas mixta tambo + jugo arandano pi„±a‚†epic‚† 380 ml;17.2
490;comidas;combo 04 empanadas mixta tambo + jugo naranja‚†epic‚† 380 ml;17.2
491;comidas;combo 10 empanadas cl„°sicas (04 carne/04 pollo/02 mixta);18.9
492;comidas;combo 10 empanadas cl„°sicas (05 carne/05 mixta);18.9
493;comidas;combo 10 empanadas cl„°sicas (05 pollo/05 carne);18.9
494;comidas;combo 10 empanadas cl„°sicas (05 pollo/05 mixta);18.9
495;comidas;combo 10 empanadas de carne;18.9
496;comidas;combo 10 empanadas de pollo;18.9
497;comidas;combo 10 empanadas mixta;18.9
498;comidas;combo 5 empanadas carne + gaseosa coca cola 1 l;17.1
499;comidas;combo 5 empanadas carne + gaseosa inca kola 1 l;17.1
